Date,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
2020-03-02,31.393747329711914,,70.70278930664062,101.76966857910156,36.349998474121094,,71.91555786132812,110.4000015258789,38.150001525878906,,74.04000091552734,113.5,36.099998474121094,,71.56444549560547,109.19999694824219,38.0,,72.88888549804688,112.9000015258789,2675507,,4296037,11532350
2020-03-03,31.35056495666504,,71.82575225830078,103.10630798339844,36.29999923706055,,73.05777740478516,111.8499984741211,36.75,,73.77777862548828,112.9000015258789,35.04999923706055,,71.73777770996094,110.30000305175781,36.70000076293945,,71.9111099243164,112.0,3306566,,2697063,10346226
2020-03-04,31.43692970275879,,68.49618530273438,105.48003387451172,36.400001525878906,,69.67111206054688,114.42500305175781,38.75,,73.27555847167969,114.875,35.349998474121094,,68.44444274902344,111.2249984741211,36.29999923706055,,72.9111099243164,112.44999694824219,6454043,,8188391,9036356
2020-03-05,34.114253997802734,,66.73965454101562,105.87181091308594,39.5,,67.88444519042969,114.8499984741211,40.0,,70.4000015258789,116.94999694824219,36.099998474121094,,67.58222198486328,114.32499694824219,36.099998474121094,,70.4000015258789,114.5250015258789,9531514,,2561377,5941556
2020-03-06,31.696025848388672,,68.5966567993164,103.03719329833984,36.70000076293945,,69.77333068847656,111.7750015258789,38.70000076293945,,70.57777404785156,113.0,36.29999923706055,,65.95555877685547,111.2750015258789,37.04999923706055,,65.95555877685547,112.5,4572495,,1600402,5868566
2020-03-09,29.234619140625,,64.97438049316406,98.81982421875,33.849998474121094,,66.0888900756836,107.19999694824219,35.95000076293945,,69.15555572509766,110.5,33.54999923706055,,64.53333282470703,106.5,35.95000076293945,,66.77777862548828,110.0999984741211,3611725,,6511657,17462228
2020-03-11,28.41415023803711,,68.40005493164062,98.22064208984375,32.900001525878906,,69.57333374023438,106.55000305175781,34.5,,70.8133316040039,107.19999694824219,32.5,,64.54222106933594,101.8499984741211,34.0,,66.11111450195312,101.8499984741211,3551512,,4693331,12270332
2020-03-12,25.089088439941406,,66.04051971435547,91.76785278320312,29.049999237060547,,67.17333221435547,99.55000305175781,31.5,,68.51555633544922,103.4749984741211,28.799999237060547,,62.7599983215332,98.75,30.200000762939453,,68.51555633544922,102.0,4209114,,3435795,10764010
2020-03-13,26.773212432861328,,67.75773620605469,90.98429870605469,31.0,,68.91999816894531,98.69999694824219,31.600000381469727,,69.33333587646484,102.2249984741211,24.399999618530273,,53.78666687011719,84.625,26.299999237060547,,62.31999969482422,99.5,6204887,,1451733,13043196
2020-03-16,25.607280731201172,,61.55742645263672,82.84918975830078,29.649999618530273,,62.61333465576172,89.875,30.049999237060547,,66.48444366455078,96.9749984741211,28.549999237060547,,61.82666778564453,89.2750015258789,29.700000762939453,,66.22222137451172,96.9749984741211,2676456,,1667362,11201148
2020-03-17,25.650463104248047,,61.963783264160156,79.78411102294922,29.700000762939453,,63.02666473388672,86.55000305175781,31.100000381469727,,66.12889099121094,92.7750015258789,29.0,,61.02666473388672,85.375,30.0,,62.488887786865234,89.2750015258789,3188890,,2598750,12175374
2020-03-18,25.520915985107422,,57.74722671508789,78.33222198486328,29.549999237060547,,58.73777770996094,84.9749984741211,30.899999618530273,,64.49333190917969,89.25,28.600000381469727,,55.06222152709961,84.25,30.899999618530273,,63.733333587646484,88.3499984741211,3016227,,3367125,12733198
2020-03-19,24.916358947753906,,57.109283447265625,74.82929229736328,28.850000381469727,,58.08888626098633,81.17500305175781,30.399999618530273,,59.54222106933594,85.67500305175781,27.600000381469727,,48.47111129760742,79.69999694824219,28.399999618530273,,54.400001525878906,82.5,3077729,,4272255,11980172
2020-03-20,25.17545509338379,,52.67424392700195,82.59567260742188,29.149999618530273,,53.57777786254883,89.5999984741211,29.899999618530273,,58.99555587768555,92.9000015258789,28.600000381469727,,50.400001525878906,81.25,29.100000381469727,,57.071109771728516,81.55000305175781,4874763,,2550296,20319490
2020-03-23,22.28221893310547,,51.2366828918457,78.4244155883789,25.799999237060547,,52.11555480957031,85.07499694824219,28.0,,54.133331298828125,88.5,25.100000381469727,,42.862220764160156,82.5,27.149999618530273,,42.862220764160156,82.5,2375651,,2795220,10720786
2020-03-24,23.664064407348633,,49.14806365966797,81.2820816040039,27.399999618530273,,49.991111755371094,88.17500305175781,27.700000762939453,,55.11111068725586,90.875,25.25,,47.32444381713867,84.0250015258789,27.299999237060547,,51.5555534362793,84.25,2360676,,3438225,12061562
2020-03-25,23.189056396484375,,48.84219741821289,80.4985122680664,26.850000381469727,,49.68000030517578,87.32499694824219,27.350000381469727,,51.82222366333008,94.0,26.200000762939453,,46.733333587646484,85.0999984741211,26.5,,51.11111068725586,88.69999694824219,1669507,,2162385,13456292
2020-03-26,24.35498809814453,,52.167381286621094,84.16278839111328,28.200000762939453,,53.06222152709961,91.30000305175781,29.25,,54.93777847290039,93.4000015258789,26.850000381469727,,49.77777862548828,86.25,27.100000381469727,,50.66222381591797,88.4749984741211,2454484,,2176335,10247690
2020-03-27,25.089088439941406,,49.5544319152832,84.57760620117188,29.049999237060547,,50.40444564819336,91.75,30.799999237060547,,55.63111114501953,94.75,28.100000381469727,,49.38666534423828,90.75,30.0,,54.57777786254883,91.57499694824219,3370786,,1488926,13535120
2020-03-30,24.484533309936523,,46.334110260009766,84.87718963623047,28.350000381469727,,47.12888717651367,92.07499694824219,28.850000381469727,,51.5555534362793,93.69999694824219,27.600000381469727,,46.67555618286133,89.67500305175781,28.850000381469727,,47.88444519042969,90.55000305175781,1864682,,1933312,7334804
2020-03-31,24.78681182861328,,46.2685661315918,90.66165924072266,28.700000762939453,,47.06222152709961,98.3499984741211,29.75,,48.88888931274414,99.9000015258789,28.399999618530273,,45.33333206176758,92.82499694824219,29.649999618530273,,48.20000076293945,93.5,1764146,,2728383,10615252
2020-04-01,24.829994201660156,,46.96769332885742,87.34309387207031,28.75,,47.77333450317383,94.75,29.399999618530273,,48.79999923706055,97.8499984741211,28.549999237060547,,45.622222900390625,93.5,29.200000762939453,,47.54666519165039,97.8499984741211,1772834,,1838351,9875668
2020-04-03,24.70044708251953,,46.97206115722656,82.96441650390625,28.600000381469727,,47.77777862548828,90.0,29.149999618530273,,49.77777862548828,94.80000305175781,28.100000381469727,,44.44444274902344,88.875,29.0,,48.43555450439453,94.0,1378652,,2895401,13147474
2020-04-07,25.04590606689453,,46.48267364501953,88.44927215576172,29.0,,47.279998779296875,95.94999694824219,29.75,,49.7599983215332,96.3499984741211,28.799999237060547,,46.72444534301758,91.5250015258789,29.75,,49.7599983215332,94.125,1885650,,3556867,9562862
2020-04-08,25.04590606689453,,47.448326110839844,88.91019439697266,29.0,,48.26222229003906,96.44999694824219,30.399999618530273,,48.63999938964844,100.0,28.549999237060547,,46.666664123535156,94.4000015258789,28.799999237060547,,48.41777801513672,95.75,2628257,,2505836,10275308
2020-04-09,24.8731746673584,,50.5113410949707,90.66165924072266,28.799999237060547,,51.377777099609375,98.3499984741211,29.600000381469727,,52.43555450439453,101.4749984741211,28.75,,48.45333480834961,97.5250015258789,29.149999618530273,,49.33333206176758,99.19999694824219,3963000,,2596905,6930346
2020-04-13,24.484533309936523,,48.52759552001953,87.20481872558594,28.350000381469727,,49.36000061035156,94.5999984741211,28.899999618530273,,52.88888931274414,99.0,28.200000762939453,,48.635555267333984,91.44999694824219,28.899999618530273,,51.5555534362793,99.0,1782834,,2223528,12384376
2020-04-15,25.00272560119629,,49.58063507080078,85.9833984375,28.950000762939453,,50.43111038208008,93.2750015258789,29.600000381469727,,52.35555648803711,96.80000305175781,28.350000381469727,,48.44888687133789,92.9000015258789,28.350000381469727,,49.77777862548828,95.0250015258789,4087115,,3722208,22652006
2020-04-16,25.305002212524414,,50.45453643798828,86.58257293701172,29.299999237060547,,51.31999969482422,93.92500305175781,29.600000381469727,,52.0,94.875,28.399999618530273,,49.42222213745117,90.0,28.850000381469727,,50.59555435180664,90.0,3600789,,1784610,43380846
2020-04-17,25.132272720336914,,52.87960433959961,86.1907958984375,29.100000381469727,,53.78666687011719,93.5,30.399999618530273,,54.83555603027344,96.875,28.950000762939453,,51.5555534362793,92.7750015258789,30.200000762939453,,52.8488883972168,96.25,4092763,,2974983,13212894
2020-04-20,25.477731704711914,,56.851478576660156,83.47142028808594,29.5,,57.82666778564453,90.55000305175781,30.299999237060547,,58.666664123535156,94.5,29.049999237060547,,52.4577751159668,90.07499694824219,29.149999618530273,,54.133331298828125,94.5,11500241,,3896122,16203026
2020-04-21,24.31180191040039,,53.05875778198242,82.06563568115234,28.149999618530273,,53.96888732910156,89.0250015258789,29.049999237060547,,57.77777862548828,89.94999694824219,28.0,,53.33777618408203,86.9000015258789,29.0,,57.33333206176758,89.5,4159450,,2009632,18086618
2020-04-22,24.570899963378906,,56.92138671875,82.29608154296875,28.450000762939453,,57.89777755737305,89.2750015258789,28.75,,58.488887786865234,89.75,28.0,,53.91555404663086,87.5250015258789,28.149999618530273,,54.22222137451172,88.5,4383029,,2902005,10621898
2020-04-23,24.5277156829834,,54.435150146484375,83.37922668457031,28.399999618530273,,55.36888885498047,90.44999694824219,28.799999237060547,,59.67555618286133,91.30000305175781,28.299999237060547,,54.666664123535156,88.55000305175781,28.450000762939453,,58.0444450378418,89.69999694824219,2417157,,2018700,11104460
2020-04-24,23.879976272583008,,56.89517593383789,81.92736053466797,27.649999618530273,,57.87111282348633,88.875,28.299999237060547,,59.06666564941406,90.4000015258789,27.600000381469727,,54.41777801513672,88.57499694824219,28.0,,54.49777603149414,89.9749984741211,3189565,,4706640,9282278
2020-04-27,23.707246780395508,,56.432010650634766,83.9092788696289,27.450000762939453,,57.400001525878906,91.0250015258789,27.950000762939453,,59.27555465698242,91.44999694824219,27.350000381469727,,56.70222091674805,87.75,27.799999237060547,,59.01333236694336,90.0,5446987,,1510200,18283250
2020-04-28,23.145872116088867,,57.86956787109375,82.82612609863281,26.799999237060547,,58.862220764160156,89.8499984741211,27.600000381469727,,59.46666717529297,91.4749984741211,26.600000381469727,,57.20000076293945,89.0,27.5,,57.91999816894531,91.05000305175781,6274030,,2254511,13329834
2020-04-29,23.361785888671875,,57.55495834350586,83.26399993896484,27.049999237060547,,58.54222106933594,90.32499694824219,27.350000381469727,,60.88888931274414,91.2249984741211,26.700000762939453,,58.22222137451172,89.69999694824219,27.0,,59.5555534362793,90.05000305175781,4322727,,2000666,10060582
2020-04-30,23.534517288208008,,58.51188659667969,88.01141357421875,27.25,,59.51555633544922,95.4749984741211,27.75,,61.155555725097656,96.30000305175781,27.149999618530273,,58.666664123535156,91.7750015258789,27.399999618530273,,58.87111282348633,92.5,4760552,,3241136,17667854
2020-05-04,22.54131507873535,,53.89332580566406,87.59659576416016,26.100000381469727,,54.81777572631836,95.0250015258789,26.75,,61.511112213134766,95.6500015258789,26.0,,54.48444366455078,91.5250015258789,26.549999237060547,,58.97777557373047,92.25,3334752,,3826192,17140740
2020-05-05,22.02312469482422,,54.21229934692383,84.90025329589844,25.5,,55.1422233581543,92.0999984741211,26.5,,57.68888854980469,97.0,25.450000762939453,,54.400001525878906,91.0999984741211,26.5,,56.41777801513672,95.7249984741211,3831287,,9902081,13864778
2020-05-06,21.159475326538086,,53.8321533203125,86.21385192871094,24.5,,54.75555419921875,93.5250015258789,25.649999618530273,,56.52888870239258,94.0,24.399999618530273,,54.400001525878906,90.5,25.600000381469727,,56.52888870239258,92.8499984741211,5048379,,3385158,10885580
2020-05-07,20.814010620117188,,52.433921813964844,84.85415649414062,24.100000381469727,,53.33333206176758,92.05000305175781,24.75,,55.10222244262695,92.69999694824219,24.049999237060547,,50.844444274902344,90.5999984741211,24.5,,55.10222244262695,92.0,4227682,,6987262,11402138
2020-05-08,20.55491828918457,,54.216670989990234,84.80806732177734,23.799999237060547,,55.14666748046875,92.0,24.450000762939453,,55.53333282470703,93.0,23.600000381469727,,53.68888854980469,91.2750015258789,24.25,,53.68888854980469,92.5999984741211,2897417,,2516040,8227344
2020-05-11,20.598098754882812,,53.9370231628418,85.13070678710938,23.850000381469727,,54.862220764160156,92.3499984741211,24.100000381469727,,56.0,94.9749984741211,23.600000381469727,,53.351112365722656,92.05000305175781,24.0,,55.5555534362793,92.5,2550388,,3621723,8787666
2020-05-12,20.684463500976562,,54.50505828857422,86.21385192871094,23.950000762939453,,55.439998626708984,93.5250015258789,24.100000381469727,,55.991111755371094,94.0,23.25,,53.795555114746094,91.30000305175781,23.549999237060547,,55.022220611572266,92.0999984741211,2397272,,2395586,7030818
2020-05-13,21.677663803100586,,57.67730712890625,87.43526458740234,25.100000381469727,,58.666664123535156,94.8499984741211,25.75,,59.4577751159668,95.75,24.399999618530273,,55.28888702392578,92.57499694824219,25.75,,56.97777557373047,95.75,7005233,,3449238,10560968
2020-05-14,21.46175193786621,,56.23101043701172,85.72988891601562,24.850000381469727,,57.195556640625,93.0,25.299999237060547,,58.635555267333984,93.67500305175781,24.700000762939453,,56.71110916137695,91.55000305175781,25.0,,57.5555534362793,92.375,2628947,,2132865,10324394
2020-05-15,21.332204818725586,,55.30904769897461,84.71586608886719,24.700000762939453,,56.25777816772461,91.9000015258789,24.950000762939453,,58.39555358886719,93.0,24.299999237060547,,55.82222366333008,91.32499694824219,24.850000381469727,,57.155555725097656,93.0,3201505,,2114876,6849030
2020-05-18,20.382184982299805,,54.76723098754883,83.97840881347656,23.600000381469727,,55.7066650390625,91.0999984741211,24.700000762939453,,56.61333465576172,92.5,23.200000762939453,,54.31111145019531,89.80000305175781,24.700000762939453,,56.19111251831055,91.0250015258789,4069503,,1578150,14454486
2020-05-19,19.77762794494629,,53.8321533203125,84.99242401123047,22.899999618530273,,54.75555419921875,92.19999694824219,23.850000381469727,,56.862220764160156,93.0,22.799999237060547,,54.400001525878906,89.0,23.649999618530273,,56.862220764160156,91.125,3836156,,2243002,11486668
2020-05-20,19.863994598388672,,52.682987213134766,85.24592590332031,23.0,,53.586666107177734,92.4749984741211,23.200000762939453,,55.33777618408203,92.94999694824219,22.649999618530273,,53.33333206176758,91.0999984741211,22.899999618530273,,54.231109619140625,92.5,2250707,,2392852,15415706
2020-05-21,20.036725997924805,,50.69049835205078,87.1587142944336,23.200000762939453,,51.560001373291016,94.55000305175781,23.600000381469727,,54.66222381591797,95.8499984741211,22.899999618530273,,51.30666732788086,91.69999694824219,23.0,,53.991111755371094,91.69999694824219,2766730,,3834585,14258230
2020-05-22,19.73444938659668,,50.92207717895508,87.11263275146484,22.850000381469727,,51.795555114746094,94.5,23.600000381469727,,52.28888702392578,95.42500305175781,22.649999618530273,,50.77777862548828,93.2249984741211,23.200000762939453,,51.5555534362793,94.5250015258789,3421837,,2297036,9177652
2020-05-26,19.77762794494629,,51.88336944580078,87.02045440673828,22.899999618530273,,52.77333450317383,94.4000015258789,23.25,,53.68888854980469,96.5999984741211,22.850000381469727,,51.911109924316406,92.8499984741211,23.049999237060547,,52.084442138671875,94.5,1495192,,3399525,11822268
2020-05-27,20.079906463623047,,51.96638488769531,92.75882720947266,23.25,,52.8577766418457,100.625,23.5,,53.28444290161133,102.75,22.649999618530273,,52.56888961791992,93.8499984741211,22.899999618530273,,52.893333435058594,94.80000305175781,3265393,,1606106,36165936
2020-05-28,20.209455490112305,,53.49134063720703,91.8830795288086,23.399999618530273,,54.40888977050781,99.67500305175781,24.0,,55.08888626098633,101.75,23.299999237060547,,53.02666473388672,98.0250015258789,23.299999237060547,,53.06666564941406,101.75,2766110,,3745755,24695246
2020-05-29,20.425369262695312,,55.19981384277344,98.0823745727539,23.649999618530273,,56.14666748046875,106.4000015258789,23.799999237060547,,56.44444274902344,107.44999694824219,23.149999618530273,,53.58222198486328,98.07499694824219,23.299999237060547,,54.38222122192383,99.67500305175781,2463870,,1697906,61260422
2020-06-01,22.02312469482422,,54.46136474609375,99.11943054199219,25.5,,55.39555358886719,107.5250015258789,25.899999618530273,,57.32444381713867,110.5,24.0,,55.11555480957031,106.69999694824219,24.049999237060547,,56.88888931274414,107.75,6981967,,2117081,26749248
2020-06-02,22.152673721313477,,52.91020202636719,99.48815155029297,25.649999618530273,,53.81777572631836,107.92500305175781,25.850000381469727,,55.88444519042969,109.2750015258789,25.149999618530273,,53.364444732666016,105.4749984741211,25.5,,55.377777099609375,107.55000305175781,3592260,,2251361,12812554
