Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,157.6501007080078,245.8249969482422,246.9499969482422,244.25,246.0,4766592
2020-01-02,156.3354034423828,243.77499389648438,245.85000610351562,243.22500610351562,245.60000610351562,6424966
2020-01-03,155.0367431640625,241.75,243.375,236.4250030517578,241.9499969482422,22655540
2020-01-06,150.43533325195312,234.5749969482422,240.0,232.5749969482422,237.5,15332634
2020-01-07,147.82199096679688,230.5,237.375,229.9250030517578,233.9499969482422,23454588
2020-01-08,147.4692840576172,229.9499969482422,232.1999969482422,224.27499389648438,225.0,24743076
2020-01-09,150.88427734375,235.27499389648438,237.1999969482422,232.72500610351562,236.0749969482422,12999312
2020-01-10,150.78805541992188,235.125,237.35000610351562,233.1999969482422,236.89999389648438,8708498
2020-01-13,150.9484100341797,235.375,238.125,234.5,235.5,7338838
2020-01-14,151.78207397460938,236.6750030517578,239.375,236.0500030517578,236.9499969482422,7216716
2020-01-15,150.05055236816406,233.97500610351562,236.47500610351562,231.60000610351562,236.25,9956518
2020-01-16,148.07852172851562,230.89999389648438,234.75,230.0749969482422,234.0,6370550
2020-01-17,145.5453338623047,226.9499969482422,232.625,226.0,231.0,11132598
2020-01-20,146.5874786376953,228.5749969482422,233.35000610351562,225.8000030517578,227.47500610351562,11681302
2020-01-21,148.73587036132812,231.9250030517578,233.25,227.52499389648438,228.8000030517578,8398840
2020-01-22,146.04237365722656,227.72500610351562,233.22500610351562,227.0500030517578,232.60000610351562,7460864
2020-01-23,150.38723754882812,234.5,235.89999389648438,228.5,229.75,11131352
2020-01-24,149.4573211669922,233.0500030517578,236.60000610351562,232.35000610351562,234.625,7871260
2020-01-27,149.98641967773438,233.875,235.89999389648438,231.5,233.25,8828966
2020-01-28,154.21908569335938,240.47500610351562,241.125,233.8000030517578,234.5500030517578,15217662
2020-01-29,153.60983276367188,239.52499389648438,243.4499969482422,238.3249969482422,241.97500610351562,14264654
2020-01-30,150.5956573486328,234.8249969482422,242.25,232.5749969482422,240.02499389648438,10891876
2020-01-31,146.52333068847656,228.47500610351562,236.3000030517578,228.02499389648438,235.0,13892950
2020-02-03,147.5975341796875,230.14999389648438,231.75,221.22500610351562,223.125,18802900
2020-02-04,153.43345642089844,239.25,240.5500030517578,231.0,232.5,15683820
2020-02-05,160.8726806640625,250.85000610351562,253.97500610351562,239.0,240.0,30234094
2020-02-06,158.7402801513672,247.52499389648438,255.0,246.10000610351562,251.64999389648438,22467954
2020-02-07,157.5699005126953,245.6999969482422,247.8000030517578,243.0,247.39999389648438,9022030
2020-02-10,155.6620330810547,242.72500610351562,247.77499389648438,241.6750030517578,246.0,8848392
2020-02-11,154.23509216308594,240.5,246.97500610351562,240.02499389648438,245.39999389648438,7943310
2020-02-12,152.2310028076172,237.375,242.85000610351562,236.9499969482422,241.5,7549204
2020-02-13,150.38723754882812,234.5,239.25,234.0,238.85000610351562,8083000
2020-02-14,152.776123046875,238.22500610351562,242.25,234.9499969482422,235.5,23043576
2020-02-17,148.0304412841797,230.8249969482422,239.22500610351562,230.0,239.22500610351562,9025984
2020-02-18,150.9484100341797,235.375,236.25,228.0,230.875,11940592
2020-02-19,152.48751831054688,237.77499389648438,240.5,234.75,236.75,10786834
2020-02-20,151.26904296875,235.875,240.0,235.27499389648438,237.4250030517578,8752120
2020-02-24,148.99240112304688,232.3249969482422,237.85000610351562,231.5,235.5,12382886
2020-02-25,146.459228515625,228.375,235.27499389648438,227.4499969482422,234.89999389648438,11044046
2020-02-26,143.91000366210938,224.39999389648438,229.77499389648438,221.60000610351562,228.8000030517578,14491090
2020-02-27,142.3868865966797,222.02499389648438,224.8249969482422,219.25,223.4250030517578,12178324
2020-02-28,136.71128845214844,213.1750030517578,219.4499969482422,210.25,219.4499969482422,12199026
2020-03-02,132.22213745117188,206.1750030517578,220.9250030517578,203.25,216.0,15624380
2020-03-03,136.27842712402344,212.5,213.5749969482422,206.75,207.5500030517578,11415592
2020-03-04,134.25828552246094,209.35000610351562,214.35000610351562,202.6999969482422,211.0500030517578,15457514
2020-03-05,134.16209411621094,209.1999969482422,214.5749969482422,208.52499389648438,209.3249969482422,11450828
2020-03-06,129.25607299804688,201.5500030517578,204.9250030517578,199.0,200.10000610351562,15762914
2020-03-09,135.90966796875,211.9250030517578,227.1999969482422,202.89999389648438,206.9499969482422,79590744
2020-03-11,129.6729278564453,202.1999969482422,211.6750030517578,200.52499389648438,211.6750030517578,29496116
2020-03-12,110.40154266357422,172.14999389648438,196.27499389648438,165.27499389648438,195.64999389648438,35196480
2020-03-13,120.58235931396484,188.02499389648438,198.35000610351562,137.72500610351562,168.89999389648438,50824080
