Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,205.76016235351562,214.3000030517578,217.4499969482422,213.1999969482422,216.14999389648438,5085208
2020-01-02,211.3770294189453,220.14999389648438,221.1999969482422,216.0,216.0,15238841
2020-01-03,207.82447814941406,216.4499969482422,219.9499969482422,216.0500030517578,219.3000030517578,8658243
2020-01-06,200.95941162109375,209.3000030517578,215.64999389648438,208.0500030517578,215.0,7798846
2020-01-07,200.52732849121094,208.85000610351562,213.1999969482422,207.6999969482422,210.5500030517578,12767569
2020-01-08,199.13510131835938,207.39999389648438,208.64999389648438,204.5,206.0,12470053
2020-01-09,202.3516387939453,210.75,211.9499969482422,208.89999389648438,211.5,8676205
2020-01-10,203.07171630859375,211.5,214.1999969482422,210.1999969482422,212.3000030517578,7800086
2020-01-13,202.78370666503906,211.1999969482422,213.0,209.5,212.8000030517578,6614653
2020-01-14,203.50379943847656,211.9499969482422,214.75,210.8000030517578,212.5,7981507
2020-01-15,205.1360626220703,213.64999389648438,215.0,210.0,211.10000610351562,9564560
2020-01-16,201.2954559326172,209.64999389648438,214.75,209.0,214.0,6986058
2020-01-17,201.6795196533203,210.0500030517578,212.0,208.14999389648438,209.5,8678002
2020-01-20,199.0391082763672,207.3000030517578,210.8000030517578,206.75,210.10000610351562,3977566
2020-01-21,196.97479248046875,205.14999389648438,208.5,204.64999389648438,206.0,4479791
2020-01-22,195.48654174804688,203.60000610351562,207.8000030517578,203.0,205.60000610351562,6268889
2020-01-23,196.44668579101562,204.60000610351562,205.35000610351562,202.75,203.60000610351562,5560681
2020-01-24,197.21482849121094,205.39999389648438,207.6999969482422,202.25,204.5,5749852
2020-01-27,190.34974670410156,198.25,203.5500030517578,197.39999389648438,203.5500030517578,7942736
2020-01-28,188.1894073486328,196.0,199.39999389648438,194.1999969482422,199.39999389648438,6308211
2020-01-29,189.86964416503906,197.75,200.39999389648438,197.10000610351562,197.64999389648438,8978837
2020-01-30,185.7410430908203,193.4499969482422,197.75,192.6999969482422,197.3000030517578,8588693
2020-01-31,181.80441284179688,189.35000610351562,195.14999389648438,188.25,194.8000030517578,6008376
2020-02-03,174.5552978515625,181.8000030517578,185.60000610351562,180.3000030517578,183.89999389648438,7678833
2020-02-04,181.70838928222656,189.25,190.35000610351562,183.0,183.0,9235507
2020-02-05,188.47744750976562,196.3000030517578,197.5500030517578,188.3000030517578,190.10000610351562,7411014
2020-02-06,186.26910400390625,194.0,197.35000610351562,192.64999389648438,196.39999389648438,7348886
2020-02-07,189.53359985351562,197.39999389648438,198.39999389648438,192.85000610351562,194.0,6977770
2020-02-10,183.24461364746094,190.85000610351562,196.9499969482422,189.60000610351562,195.89999389648438,5385023
2020-02-11,185.9330596923828,193.64999389648438,196.9499969482422,192.0,192.39999389648438,7530810
2020-02-12,185.9330596923828,193.64999389648438,196.39999389648438,191.1999969482422,194.25,10581151
2020-02-13,187.4692840576172,195.25,197.0,192.39999389648438,194.6999969482422,6711481
2020-02-14,186.26910400390625,194.0,197.0,193.4499969482422,195.5,3798528
2020-02-17,182.66856384277344,190.25,194.6999969482422,189.75,194.0,3484321
2020-02-18,177.00367736816406,184.35000610351562,189.4499969482422,181.75,189.14999389648438,8152961
2020-02-19,180.60423278808594,188.10000610351562,188.60000610351562,184.39999389648438,186.0,4317249
2020-02-20,182.3804931640625,189.9499969482422,191.0,185.39999389648438,187.8000030517578,6207445
2020-02-24,171.9148712158203,179.0500030517578,186.89999389648438,177.89999389648438,186.89999389648438,14690243
2020-02-25,167.49818420410156,174.4499969482422,181.4499969482422,174.0500030517578,181.0,10694830
2020-02-26,163.12948608398438,169.89999389648438,173.1999969482422,167.75,172.9499969482422,16855158
2020-02-27,161.64126586914062,168.35000610351562,170.3000030517578,166.14999389648438,169.9499969482422,7657497
2020-02-28,149.6873779296875,155.89999389648438,162.1999969482422,154.10000610351562,162.0,14033411
2020-03-02,143.782470703125,149.75,161.4499969482422,146.85000610351562,160.5500030517578,11441351
2020-03-03,152.95191955566406,159.3000030517578,160.4499969482422,150.8000030517578,152.10000610351562,21836942
2020-03-04,154.20008850097656,160.60000610351562,161.6999969482422,156.89999389648438,160.0,12074078
2020-03-05,149.30331420898438,155.5,167.89999389648438,154.85000610351562,162.6999969482422,12338386
2020-03-06,144.11851501464844,150.10000610351562,151.4499969482422,140.0,148.9499969482422,11173720
2020-03-09,137.7335205078125,143.4499969482422,145.8000030517578,140.3000030517578,143.89999389648438,10550403
2020-03-11,132.3086700439453,137.8000030517578,142.35000610351562,137.10000610351562,142.0,9682790
2020-03-12,115.4100341796875,120.19999694824219,130.0,118.1500015258789,130.0,15926851
2020-03-13,122.3711166381836,127.44999694824219,130.0,103.0999984741211,113.9000015258789,15365436
2020-03-16,111.04134368896484,115.6500015258789,129.0500030517578,114.44999694824219,120.80000305175781,20577663
2020-03-17,110.80130767822266,115.4000015258789,120.8499984741211,113.8499984741211,117.0,11615932
2020-03-18,104.8483657836914,109.19999694824219,119.0,108.1500015258789,119.0,12105333
2020-03-19,95.77497100830078,99.75,107.9000015258789,97.55000305175781,103.0,11569487
2020-03-20,101.29583740234375,105.5,107.69999694824219,98.69999694824219,101.19999694824219,13928853
2020-03-23,84.3971939086914,87.9000015258789,99.94999694824219,84.9000015258789,94.94999694824219,14591356
2020-03-24,85.21331787109375,88.75,94.80000305175781,85.0,89.05000305175781,16845493
2020-03-25,90.78218841552734,94.55000305175781,97.19999694824219,88.05000305175781,88.94999694824219,7876385
2020-03-26,90.78218841552734,94.55000305175781,97.5999984741211,92.25,97.5,11013083
2020-03-27,87.9017333984375,91.55000305175781,99.30000305175781,90.30000305175781,97.5,9158997
2020-03-30,85.26133728027344,88.80000305175781,91.44999694824219,86.55000305175781,88.0999984741211,9970397
2020-03-31,91.88636016845703,95.69999694824219,97.25,91.0,91.94999694824219,15557731
2020-04-01,87.99774932861328,91.6500015258789,95.4000015258789,91.0,94.94999694824219,9270755
2020-04-03,85.26133728027344,88.80000305175781,93.44999694824219,88.4000015258789,92.0999984741211,8216768
2020-04-07,99.8075942993164,103.94999694824219,106.55000305175781,90.0,92.1500015258789,23639659
