Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,14113.7431640625,15284.7998046875,15539.7001953125,15250.0,15399.650390625,10221
2020-01-02,14231.05859375,15411.849609375,15450.0,15200.0,15320.9501953125,12982
2020-01-03,14010.4169921875,15172.900390625,15463.900390625,15130.0,15385.0,12150
2020-01-06,13683.4462890625,14818.7998046875,15170.0,14760.099609375,15149.9501953125,10161
2020-01-07,13691.9404296875,14828.0,14999.9501953125,14697.7998046875,14850.0498046875,12015
2020-01-08,13414.3720703125,14527.400390625,14745.2001953125,14505.7001953125,14742.0,10878
2020-01-09,13739.865234375,14879.900390625,14935.0,14610.0,14710.0,10637
2020-01-10,13718.8115234375,14857.099609375,15084.5,14733.5,14881.0,12854
2020-01-13,13658.0517578125,14791.2998046875,14940.0,14752.5498046875,14925.0,6553
2020-01-14,13973.849609375,15133.2998046875,15199.0,14743.5498046875,14834.0,16359
2020-01-15,13813.5048828125,14959.650390625,15250.0,14802.0,15130.150390625,12863
2020-01-16,13689.400390625,14825.25,15079.099609375,14802.0,15040.0,14103
2020-01-17,14208.2509765625,15387.150390625,15449.9501953125,14858.7001953125,14915.0,33609
2020-01-20,13823.3837890625,14970.349609375,15550.0,14920.0,15480.0,17559
2020-01-21,13791.2041015625,14935.5,15130.0,14890.0,14929.9501953125,14888
2020-01-22,13539.1669921875,14662.5498046875,15087.849609375,14601.0,14979.9501953125,15276
2020-01-23,13826.5244140625,14973.75,15200.0,14652.0,14709.0,21615
2020-01-24,13871.4931640625,15022.4501953125,15241.9501953125,14926.7001953125,15049.900390625,10465
2020-01-27,13741.6650390625,14881.849609375,15098.650390625,14840.0,14939.900390625,6658
2020-01-28,13564.0986328125,14689.5498046875,15050.0,14650.150390625,14893.0,19596
2020-01-29,13608.4208984375,14737.5498046875,14886.9501953125,14665.4501953125,14690.0,14115
2020-01-30,13148.9443359375,14239.9501953125,14700.0,14155.0,14667.0,29296
2020-01-31,12821.8359375,13885.7001953125,14350.0,13840.0,14349.900390625,24677
2020-02-03,12576.03125,13619.5,13896.9501953125,13502.7998046875,13600.0,13218
2020-02-04,12939.61328125,14013.25,14100.0,13651.0,13720.0,16428
2020-02-05,12736.8857421875,13793.7001953125,14440.0,13555.0,14125.0,73277
2020-02-06,13030.0146484375,14111.150390625,14198.7998046875,13822.5,13879.0,21721
2020-02-07,13106.5615234375,14194.0498046875,14250.0,13912.650390625,14199.25,20872
