Date,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
2020-01-01,38.75715255737305,,44.33000183105469,,44.66999816894531,,43.959999084472656,,44.41999816894531,,21079405,
2020-01-02,40.0161247253418,,45.77000045776367,,45.959999084472656,,44.189998626708984,,44.47999954223633,,35167265,
2020-01-03,38.75715255737305,,44.33000183105469,,45.70000076293945,,44.130001068115234,,45.560001373291016,,33234705,
2020-01-06,36.2741813659668,,41.4900016784668,,44.150001525878906,,41.119998931884766,,44.11000061035156,,68253435,
2020-01-07,36.37908935546875,,41.61000061035156,,42.86000061035156,,40.939998626708984,,42.68000030517578,,71112745,
2020-01-08,36.33538055419922,,41.560001373291016,,41.880001068115234,,40.09000015258789,,40.5,,75706970,
2020-01-09,37.32331848144531,,42.689998626708984,,43.150001525878906,,42.150001525878906,,42.720001220703125,,43343815,
2020-01-10,37.44572448730469,,42.83000183105469,,43.720001220703125,,42.439998626708984,,42.81999969482422,,46604810,
2020-01-13,37.79543685913086,,43.22999954223633,,43.36000061035156,,42.720001220703125,,43.0,,29443200,
2020-01-14,37.690521240234375,,43.11000061035156,,43.61000061035156,,42.81999969482422,,43.2400016784668,,29424470,
2020-01-15,38.1451530456543,,43.630001068115234,,43.880001068115234,,41.810001373291016,,42.61000061035156,,58347755,
2020-01-16,38.3112678527832,,43.81999969482422,,44.560001373291016,,43.099998474121094,,43.7400016784668,,41565620,
2020-01-17,38.748409271240234,,44.31999969482422,,44.7400016784668,,43.15999984741211,,43.220001220703125,,41848320,
2020-01-20,38.267547607421875,,43.77000045776367,,44.72999954223633,,43.33000183105469,,44.45000076293945,,28176560,
2020-01-21,38.320011138916016,,43.83000183105469,,44.2599983215332,,43.20000076293945,,43.459999084472656,,30337915,
2020-01-22,38.27629470825195,,43.779998779296875,,44.29999923706055,,43.31999969482422,,44.06999969482422,,22607940,
2020-01-23,38.59103775024414,,44.13999938964844,,45.349998474121094,,43.41999816894531,,43.810001373291016,,69551335,
2020-01-24,38.25880813598633,,43.7599983215332,,44.84000015258789,,43.5,,44.380001068115234,,36472495,
2020-01-27,36.7812614440918,,42.06999969482422,,43.43000030517578,,41.790000915527344,,43.18000030517578,,32472815,
2020-01-28,35.600982666015625,,40.720001220703125,,42.38999938964844,,40.529998779296875,,42.20000076293945,,53997130,
2020-01-29,35.68840408325195,,40.81999969482422,,41.58000183105469,,40.709999084472656,,41.16999816894531,,29002775,
2020-01-30,35.36492156982422,,40.45000076293945,,40.939998626708984,,40.029998779296875,,40.70000076293945,,35498265,
2020-01-31,35.43486022949219,,40.529998779296875,,41.06999969482422,,40.08000183105469,,40.79999923706055,,35071730,
2020-02-03,32.689598083496094,,37.38999938964844,,38.790000915527344,,37.20000076293945,,38.400001525878906,,50795375,
2020-02-04,32.47102737426758,,37.13999938964844,,38.529998779296875,,36.959999084472656,,38.0,,53521590,
2020-02-05,32.173770904541016,,36.79999923706055,,37.599998474121094,,36.58000183105469,,37.20000076293945,,50771180,
2020-02-06,33.144229888916016,,37.90999984741211,,38.880001068115234,,36.81999969482422,,37.029998779296875,,83861555,
2020-02-07,33.2229118347168,,38.0,,38.630001068115234,,37.380001068115234,,37.9900016784668,,56097535,
2020-02-10,32.72457504272461,,37.43000030517578,,38.36000061035156,,37.189998626708984,,37.9900016784668,,33119950,
2020-02-11,32.80325698852539,,37.52000045776367,,38.290000915527344,,37.33000183105469,,37.779998779296875,,32454405,
2020-02-12,32.29616928100586,,36.939998626708984,,37.95000076293945,,36.56999969482422,,37.790000915527344,,39663985,
2020-02-13,31.998910903930664,,36.599998474121094,,37.5099983215332,,36.52000045776367,,37.099998474121094,,41693935,
2020-02-14,31.52680206298828,,36.060001373291016,,37.099998474121094,,35.90999984741211,,36.65999984741211,,43026875,
2020-02-17,30.565078735351562,,34.959999084472656,,36.2599983215332,,34.84000015258789,,36.15999984741211,,34295790,
2020-02-18,30.215368270874023,,34.560001373291016,,35.0,,33.5099983215332,,35.0,,45685570,
2020-02-19,30.363996505737305,,34.72999954223633,,35.27000045776367,,34.29999923706055,,34.880001068115234,,33534570,
2020-02-20,30.18913459777832,,34.529998779296875,,35.47999954223633,,34.22999954223633,,34.68000030517578,,36447470,
2020-02-24,28.947650909423828,,33.11000061035156,,34.34000015258789,,32.88999938964844,,34.20000076293945,,29552570,
2020-02-25,28.484281539916992,,32.58000183105469,,33.33000183105469,,32.470001220703125,,33.310001373291016,,36720300,
2020-02-26,27.959705352783203,,31.979999542236328,,32.619998931884766,,31.81999969482422,,32.29999923706055,,34750630,
2020-02-27,27.19907569885254,,31.110000610351562,,32.09000015258789,,30.850000381469727,,31.8799991607666,,42492595,
2020-02-28,25.127016067504883,,28.739999771118164,,30.139999389648438,,28.030000686645508,,30.0,,47397655,
2020-03-02,24.156557083129883,,27.6299991607666,,29.579999923706055,,27.239999771118164,,29.260000228881836,,50563580,
2020-03-03,24.786043167114258,,28.350000381469727,,28.700000762939453,,27.559999465942383,,27.950000762939453,,64330055,
2020-03-04,24.287700653076172,,27.780000686645508,,28.440000534057617,,27.040000915527344,,28.399999618530273,,53014175,
2020-03-05,24.32267189025879,,27.81999969482422,,28.670000076293945,,26.790000915527344,,27.950000762939453,,70901150,
2020-03-06,22.818899154663086,,26.100000381469727,,26.540000915527344,,25.479999542236328,,26.0,,41370245,
2020-03-09,21.27140998840332,,24.329999923706055,,25.56999969482422,,24.0,,25.0,,47125960,
2020-03-11,20.39712142944336,,23.329999923706055,,24.760000228881836,,23.059999465942383,,24.329999923706055,,50207515,
2020-03-12,17.223459243774414,,19.700000762939453,,21.940000534057617,,19.40999984741211,,21.600000381469727,,75893680,
2020-03-13,18.77968978881836,,21.479999542236328,,21.8799991607666,,16.399999618530273,,17.84000015258789,,92226460,
2020-03-16,17.424545288085938,,19.93000030517578,,20.559999465942383,,19.5,,19.940000534057617,,59893600,
2020-03-17,17.345857620239258,,19.84000015258789,,20.979999542236328,,19.600000381469727,,20.1200008392334,,60660935,
2020-03-18,16.76008415222168,,19.170000076293945,,20.360000610351562,,18.5,,20.299999237060547,,61231620,
2020-03-19,17.319629669189453,,19.809999465942383,,20.989999771118164,,17.940000534057617,,18.1299991607666,,84946910,
2020-03-20,16.83003044128418,,19.25,,20.59000015258789,,19.09000015258789,,19.959999084472656,,102006415,
2020-03-23,13.306652069091797,,15.220000267028809,,18.299999237060547,,15.0,,18.299999237060547,,32745650,
2020-03-24,14.058539390563965,,16.079999923706055,,16.600000381469727,,14.729999542236328,,15.850000381469727,,57422840,
2020-03-25,14.626824378967285,,16.729999542236328,,17.34000015258789,,15.399999618530273,,15.5,,39127405,
2020-03-26,15.282539367675781,,17.479999542236328,,18.290000915527344,,16.579999923706055,,16.799999237060547,,49627050,
2020-03-27,15.7459135055542,,18.010000228881836,,19.100000381469727,,17.540000915527344,,18.09000015258789,,61774090,
2020-03-30,15.186370849609375,,17.3700008392334,,17.90999984741211,,16.940000534057617,,17.799999237060547,,28873640,
2020-03-31,15.824600219726562,,18.100000381469727,,18.43000030517578,,17.360000610351562,,18.0,,32821275,
2020-04-01,15.772141456604004,,18.040000915527344,,18.389999389648438,,17.649999618530273,,18.299999237060547,,31372945,
2020-04-03,14.714254379272461,,16.829999923706055,,17.780000686645508,,16.700000762939453,,17.600000381469727,,27553360,
2020-04-07,15.177626609802246,,17.360000610351562,,17.600000381469727,,16.639999389648438,,17.43000030517578,,36936870,
2020-04-08,15.282539367675781,,17.479999542236328,,18.549999237060547,,16.860000610351562,,17.040000915527344,,42173265,
2020-04-09,16.051916122436523,,18.360000610351562,,18.600000381469727,,17.31999969482422,,17.68000030517578,,56099065,
2020-04-13,15.439913749694824,,17.65999984741211,,18.260000228881836,,17.329999923706055,,18.190000534057617,,34279490,
2020-04-15,15.116427421569824,,17.290000915527344,,18.399999618530273,,17.170000076293945,,17.790000915527344,,55040455,
2020-04-16,15.01151180267334,,17.170000076293945,,17.520000457763672,,16.959999084472656,,17.399999618530273,,56463465,
2020-04-17,15.186370849609375,,17.3700008392334,,18.030000686645508,,16.700000762939453,,17.799999237060547,,83183325,
2020-04-20,16.086885452270508,,18.399999618530273,,18.829999923706055,,17.219999313354492,,17.600000381469727,,116917710,
2020-04-21,14.722996711730957,,16.84000015258789,,17.959999084472656,,16.780000686645508,,17.959999084472656,,66076800,
2020-04-22,14.495682716369629,,16.579999923706055,,16.899999618530273,,15.90999984741211,,16.829999923706055,,102445500,
2020-04-23,14.626824378967285,,16.729999542236328,,17.139999389648438,,16.549999237060547,,16.780000686645508,,44754850,
2020-04-24,14.224654197692871,,16.270000457763672,,16.940000534057617,,16.209999084472656,,16.510000228881836,,38310380,
2020-04-27,14.242140769958496,,16.290000915527344,,16.690000534057617,,16.100000381469727,,16.5,,34768755,
2020-04-28,14.679283142089844,,16.790000915527344,,17.200000762939453,,16.229999542236328,,16.540000915527344,,58543460,
