Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,1330.751220703125,1333.0,1347.6500244140625,1330.0,1333.550048828125,377625
2020-01-02,1330.1522216796875,1332.4000244140625,1346.949951171875,1330.0,1340.0,396177
2020-01-03,1358.6539306640625,1360.949951171875,1382.5,1301.4000244140625,1318.5,3665728
2020-01-06,1324.861083984375,1327.0999755859375,1347.9000244140625,1318.0,1341.0,1398650
2020-01-07,1361.748779296875,1364.050048828125,1384.0,1327.1500244140625,1327.1500244140625,1430196
2020-01-08,1350.8172607421875,1353.0999755859375,1368.0,1320.0,1326.050048828125,1793942
2020-01-09,1399.8343505859375,1402.199951171875,1410.0,1369.199951171875,1385.0,1937904
2020-01-10,1413.91064453125,1416.300048828125,1430.9000244140625,1406.3499755859375,1418.0,1336205
2020-01-13,1421.7474365234375,1424.1500244140625,1436.0,1407.6500244140625,1421.300048828125,1243383
2020-01-14,1420.848876953125,1423.25,1436.4000244140625,1418.0,1430.0,810440
2020-01-15,1443.1611328125,1445.5999755859375,1453.699951171875,1416.0999755859375,1425.949951171875,808672
2020-01-16,1454.9912109375,1457.449951171875,1509.699951171875,1443.0,1492.050048828125,2437625
2020-01-17,1470.4649658203125,1472.949951171875,1480.0,1448.550048828125,1458.0,631678
2020-01-20,1469.8660888671875,1472.3499755859375,1485.0,1458.050048828125,1475.0,528466
2020-01-21,1436.3726806640625,1438.800048828125,1462.800048828125,1426.0999755859375,1460.0,1294690
2020-01-22,1465.6231689453125,1468.0999755859375,1474.949951171875,1428.75,1440.0,804058
2020-01-23,1463.427001953125,1465.9000244140625,1485.0,1451.300048828125,1485.0,976622
2020-01-24,1498.9669189453125,1501.5,1513.3499755859375,1460.199951171875,1465.0,1782660
2020-01-27,1493.2265625,1495.75,1513.4000244140625,1480.25,1499.0,1412469
2020-01-28,1451.2974853515625,1453.75,1541.0,1443.699951171875,1515.0,6189322
2020-01-29,1459.63330078125,1462.0999755859375,1480.3499755859375,1436.550048828125,1475.0,1904809
2020-01-30,1416.8056640625,1419.199951171875,1456.949951171875,1405.0,1451.0,1822998
2020-01-31,1375.9248046875,1378.25,1426.949951171875,1371.0,1417.0,1809304
2020-02-03,1389.4520263671875,1391.800048828125,1401.699951171875,1349.300048828125,1366.550048828125,1155885
2020-02-04,1410.6162109375,1413.0,1419.949951171875,1395.0,1400.0,597879
2020-02-05,1447.9031982421875,1450.3499755859375,1455.0,1407.050048828125,1421.5,885473
2020-02-06,1402.2303466796875,1404.5999755859375,1458.3499755859375,1387.0,1450.0,1789881
2020-02-07,1397.787841796875,1400.1500244140625,1413.0,1391.449951171875,1408.0,935774
2020-02-10,1398.4866943359375,1400.8499755859375,1411.800048828125,1387.449951171875,1400.0,758700
2020-02-11,1388.6533203125,1391.0,1416.0,1384.050048828125,1411.0,908662
2020-02-12,1439.766845703125,1442.199951171875,1450.0,1381.0999755859375,1392.0,1501808
2020-02-13,1441.9632568359375,1444.4000244140625,1457.8499755859375,1431.25,1442.0,948700
2020-02-14,1436.672119140625,1439.0999755859375,1464.800048828125,1429.699951171875,1434.800048828125,822170
2020-02-17,1453.343994140625,1455.800048828125,1465.0,1436.050048828125,1441.300048828125,507315
2020-02-18,1468.568359375,1471.050048828125,1478.800048828125,1426.75,1447.4000244140625,744044
2020-02-19,1479.250244140625,1481.75,1493.4000244140625,1463.1500244140625,1475.0,634197
2020-02-20,1462.378662109375,1464.8499755859375,1479.75,1454.1500244140625,1479.75,631873
2020-02-24,1442.0631103515625,1444.5,1478.0,1418.0,1458.0,998276
2020-02-25,1374.5771484375,1376.9000244140625,1444.449951171875,1335.0,1444.0,4775799
2020-02-26,1389.1025390625,1391.449951171875,1410.5,1351.0999755859375,1365.0999755859375,1545234
2020-02-27,1364.1947021484375,1366.5,1382.9000244140625,1358.550048828125,1380.0,1307544
2020-02-28,1297.8568115234375,1300.050048828125,1341.949951171875,1220.5,1320.0,4156991
