Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
2021-10-11,32.94832229614258,,120.54071807861328,151.75579833984375,301.5606689453125,532.0806884765625,38.150001525878906,,121.8066635131836,297.75,326.3999938964844,548.4500122070312,38.79999923706055,,123.25333404541016,301.79998779296875,333.1499938964844,554.2000122070312,37.599998474121094,,120.90666961669922,292.70001220703125,317.5,546.4500122070312,38.04999923706055,,123.24666595458984,293.95001220703125,324.4750061035156,554.0,22109704,,3490912,6922845,20422932,1227493
2021-10-12,34.24380111694336,,120.03272247314453,159.12059020996094,304.470947265625,525.2411499023438,39.650001525878906,,121.2933349609375,312.20001220703125,329.54998779296875,541.4000244140625,40.599998474121094,,122.63333129882812,313.45001220703125,331.20001220703125,557.0,37.79999923706055,,121.06666564941406,297.8999938964844,321.2749938964844,535.0499877929688,37.95000076293945,,122.52666473388672,303.54998779296875,326.0,548.75,51643504,,1418122,21173375,18680432,1909589
2021-10-13,38.34614562988281,,118.35698699951172,162.81573486328125,310.7073059082031,529.3643188476562,44.400001525878906,,119.5999984741211,319.45001220703125,336.29998779296875,545.6500244140625,44.95000076293945,,122.13999938964844,323.0,337.3500061035156,547.2999877929688,40.0,,119.35333251953125,312.20001220703125,328.0,538.25,40.0,,122.13333129882812,315.25,332.5,542.5,92882073,,2346930,16291520,18925882,1223053
2021-10-14,38.69160842895508,,118.49553680419922,169.1611785888672,327.1758117675781,527.8605346679688,44.79999923706055,,119.73999786376953,331.8999938964844,354.125,544.0999755859375,46.79999923706055,,120.52666473388672,342.45001220703125,369.92498779296875,552.0,44.400001525878906,,118.8066635131836,324.0,347.5,543.0,44.54999923706055,,119.91999816894531,324.0,348.5,548.9000244140625,47119361,,6342240,26405427,118377606,1557711
2021-10-18,42.232582092285156,,118.79242706298828,191.000732421875,327.8687438964844,518.35302734375,48.900001525878906,,120.04000091552734,374.75,354.875,534.2999877929688,49.400001525878906,,122.63999938964844,378.3500061035156,360.3999938964844,546.0,45.20000076293945,,119.46666717529297,345.25,351.20001220703125,531.0,45.29999923706055,,120.66666412353516,345.25,359.5,544.0999755859375,65067668,,2873370,48802954,21198892,1547343
2021-10-19,39.209800720214844,,119.36639404296875,189.11495971679688,328.70025634765625,511.367919921875,45.400001525878906,,120.62000274658203,371.04998779296875,355.7749938964844,527.0999755859375,49.70000076293945,,122.51333618164062,385.8999938964844,364.9750061035156,536.0,44.54999923706055,,119.63999938964844,361.75,354.0,524.0,49.0,,120.95333099365234,378.8999938964844,358.54998779296875,534.2999877929688,36992666,,2247480,28838312,21865148,1285363
2021-10-20,41.196197509765625,,112.24121856689453,181.57177734375,324.26556396484375,501.7633972167969,47.70000076293945,,113.41999816894531,356.25,350.9750061035156,517.2000122070312,49.20000076293945,,121.1866683959961,364.3999938964844,361.375,527.9000244140625,44.599998474121094,,111.5999984741211,348.20001220703125,347.875,515.0,45.20000076293945,,120.92666625976562,363.79998779296875,356.79998779296875,526.0999755859375,57112542,,7209060,15654936,16108782,1159491
2021-10-21,43.74397659301758,,109.45711517333984,178.5901641845703,321.6555480957031,495.36041259765625,50.650001525878906,,110.6066665649414,350.3999938964844,348.1499938964844,510.6000061035156,51.70000076293945,,114.88666534423828,362.3500061035156,354.5,522.5,48.150001525878906,,108.69999694824219,337.04998779296875,340.8500061035156,505.04998779296875,48.5,,113.72000122070312,357.0,354.4750061035156,518.3499755859375,63686404,,6548655,17004410,15916912,1131700
2021-10-22,42.40530776977539,,109.58245849609375,165.05828857421875,315.2344055175781,487.4051513671875,49.099998474121094,,110.73332977294922,323.8500061035156,341.20001220703125,502.3999938964844,51.650001525878906,,114.05332946777344,346.5,352.75,518.0,48.29999923706055,,109.63999938964844,321.1499938964844,339.125,501.0,51.20000076293945,,110.93333435058594,346.0,350.875,511.0,30022877,,3414900,23046439,10758302,1113599
2021-10-25,41.71438980102539,,108.210205078125,165.873779296875,308.44378662109375,484.0096435546875,48.29999923706055,,109.34666442871094,325.45001220703125,333.8500061035156,498.8999938964844,50.900001525878906,,111.90666961669922,332.25,342.1000061035156,504.8999938964844,46.650001525878906,,107.83999633789062,314.6000061035156,330.3999938964844,490.0,49.599998474121094,,111.90666961669922,326.0,341.375,503.0,32033988,,4563427,17295947,17621916,1578920
2021-10-26,41.671207427978516,,108.76439666748047,168.47311401367188,308.6516418457031,493.6141052246094,48.25,,109.90666961669922,330.54998779296875,334.07501220703125,508.79998779296875,50.20000076293945,,110.66666412353516,332.6000061035156,339.3999938964844,510.0,47.29999923706055,,108.27999877929688,320.45001220703125,332.5,497.95001220703125,48.5,,110.4000015258789,327.04998779296875,335.5249938964844,502.0,21329458,,4563075,14570005,12193966,1921489
2021-10-27,43.6576042175293,,107.64283752441406,160.72605895996094,310.0144348144531,494.002197265625,50.54999923706055,,108.77333068847656,315.3500061035156,335.54998779296875,509.20001220703125,51.25,,110.53333282470703,330.79998779296875,337.2749938964844,514.7999877929688,47.95000076293945,,108.13333129882812,314.29998779296875,331.7250061035156,507.6000061035156,48.70000076293945,,110.04666900634766,329.0,334.07501220703125,511.95001220703125,33526546,,3433162,16987345,12631178,1506321
2021-10-28,40.375728607177734,,108.64564514160156,153.3357696533203,303.4546813964844,477.0245361328125,46.75,,109.78666687011719,300.8500061035156,328.45001220703125,491.70001220703125,50.400001525878906,,112.26666259765625,311.3500061035156,335.79998779296875,511.0,46.25,,108.80000305175781,295.0,327.5,489.6000061035156,50.400001525878906,,108.80000305175781,307.0,335.5,511.0,23090906,,3159787,25364271,10357542,1987837
2021-10-29,39.857540130615234,,112.06969451904297,154.94126892089844,298.7658996582031,487.793212890625,46.150001525878906,,113.24666595458984,304.0,323.375,502.79998779296875,48.150001525878906,,113.8933334350586,311.1499938964844,329.70001220703125,512.0,44.400001525878906,,108.0,296.3999938964844,322.125,489.45001220703125,46.5,,110.0,302.6000061035156,329.125,492.5,25482509,,8130217,19418592,13522634,3356396
2021-11-01,40.28936767578125,,121.58311462402344,153.99832153320312,302.7848815917969,486.4835205078125,46.650001525878906,,122.86000061035156,302.1499938964844,327.7250061035156,501.45001220703125,47.5,,124.0,312.0,328.4750061035156,509.1000061035156,46.20000076293945,,113.73332977294922,300.0,323.75,500.1499938964844,46.70000076293945,,114.46666717529297,312.0,325.54998779296875,506.0,11053952,,10014367,20031854,8802466,1553580
2021-11-02,42.57804489135742,,121.13449096679688,156.97994995117188,302.02264404296875,480.71112060546875,49.29999923706055,,122.40666961669922,308.0,326.8999938964844,495.5,49.900001525878906,,123.09333038330078,314.8500061035156,330.5,504.20001220703125,46.650001525878906,,120.37999725341797,305.20001220703125,325.54998779296875,490.0,47.0,,122.93333435058594,306.0,328.5,503.0,30314966,,2715262,16357465,8079378,2044900
2021-11-03,41.066646575927734,,123.76023864746094,158.33058166503906,301.4221496582031,475.8603210449219,47.54999923706055,,125.05999755859375,310.6499938964844,326.25,490.5,50.0,,125.5999984741211,317.25,330.92498779296875,498.45001220703125,47.25,,122.5999984741211,308.5,325.1000061035156,486.04998779296875,50.0,,122.7933349609375,309.20001220703125,329.70001220703125,497.25,25419571,,4269217,15956363,6871182,1684324
2021-11-04,42.44849395751953,,123.6282958984375,159.12059020996094,301.9764709472656,475.8603210449219,49.150001525878906,,124.92666625976562,312.20001220703125,326.8500061035156,490.5,49.75,,126.93333435058594,314.25,328.82501220703125,490.5,47.95000076293945,,124.21333312988281,310.1000061035156,323.70001220703125,490.5,48.20000076293945,,125.73332977294922,312.20001220703125,327.5,490.5,8332745,,792307,2988176,1565810,0
2021-11-08,46.464473724365234,,132.60073852539062,165.51702880859375,304.1244812011719,479.7409362792969,53.79999923706055,,133.9933319091797,324.75,329.17498779296875,494.5,54.45000076293945,,135.46665954589844,327.20001220703125,330.5,497.8999938964844,48.79999923706055,,123.16000366210938,311.1000061035156,323.75,486.6499938964844,49.79999923706055,,125.1866683959961,315.5,326.4750061035156,497.8999938964844,56624381,,13715752,19796688,9504460,1310748
2021-11-09,46.680389404296875,,127.47457122802734,162.3824920654297,304.17071533203125,483.5245361328125,54.04999923706055,,128.81333923339844,318.6000061035156,329.2250061035156,498.3999938964844,54.79999923706055,,134.83999633789062,323.95001220703125,333.125,509.95001220703125,52.599998474121094,,127.03333282470703,315.20001220703125,328.3500061035156,494.0,54.0,,134.6666717529297,322.75,331.54998779296875,509.95001220703125,37016833,,6698182,19869811,8284130,4841426
2021-11-10,45.039451599121094,,125.05332946777344,164.70152282714844,301.46832275390625,487.0655822753906,52.150001525878906,,126.36666870117188,323.1499938964844,326.29998779296875,502.04998779296875,54.400001525878906,,129.06666564941406,325.8999938964844,329.5,504.8999938964844,51.599998474121094,,125.87999725341797,316.3999938964844,325.7749938964844,495.1000061035156,53.400001525878906,,129.06666564941406,316.95001220703125,327.95001220703125,498.5,24242102,,2945340,24331479,8091390,1443402
2021-11-11,42.83713150024414,,121.60289001464844,165.05828857421875,296.4792175292969,477.2670593261719,49.599998474121094,,122.87999725341797,323.8500061035156,320.8999938964844,491.95001220703125,52.45000076293945,,127.0199966430664,326.8999938964844,324.875,502.0,49.04999923706055,,122.01333618164062,317.1000061035156,318.3999938964844,491.0,51.79999923706055,,127.0199966430664,322.3500061035156,324.875,502.0,25522522,,2356440,15963978,12067796,1483860
2021-11-12,43.18260192871094,,128.2332763671875,167.27542114257812,304.90985107421875,477.89764404296875,50.0,,129.5800018310547,328.20001220703125,330.0249938964844,492.6000061035156,50.75,,130.6666717529297,331.6499938964844,331.25,495.1499938964844,49.0,,121.73332977294922,323.75,322.8999938964844,487.25,49.70000076293945,,123.82666778564453,325.8999938964844,324.0,492.5,21666644,,5007727,15039279,12126506,1229164
2021-11-15,42.10303497314453,,123.07411193847656,165.4150848388672,304.3785705566406,478.5767517089844,48.75,,124.36666870117188,324.54998779296875,329.45001220703125,493.29998779296875,50.400001525878906,,132.5933380126953,331.6499938964844,333.0,498.0,48.400001525878906,,123.61333465576172,324.0,328.57501220703125,488.1499938964844,50.400001525878906,,130.6666717529297,329.0,330.7749938964844,492.0,13843491,,4241730,8320124,9435996,1410869
2021-11-16,40.462093353271484,,121.64908599853516,169.5944061279297,305.5566101074219,466.25579833984375,46.849998474121094,,122.92666625976562,332.75,330.7250061035156,480.6000061035156,48.95000076293945,,125.28666687011719,339.29998779296875,334.375,497.20001220703125,46.5,,122.13333129882812,324.0,327.32501220703125,478.5,48.95000076293945,,125.15333557128906,324.6499938964844,329.20001220703125,495.3999938964844,16231815,,3346612,20023683,11327094,1960972
2021-11-17,40.8939208984375,,122.81022644042969,172.37210083007812,305.71826171875,458.0094909667969,47.349998474121094,,124.0999984741211,338.20001220703125,330.8999938964844,472.1000061035156,48.349998474121094,,125.5999984741211,340.45001220703125,334.0,482.54998779296875,46.75,,122.73332977294922,329.0,329.0,471.0,46.95000076293945,,123.2933349609375,330.75,330.7250061035156,479.95001220703125,14525214,,2607345,13264427,8854994,2006705
2021-11-18,40.505279541015625,,125.30403900146484,157.76991271972656,300.93707275390625,448.841552734375,46.900001525878906,,126.62000274658203,309.54998779296875,325.7250061035156,462.6499938964844,47.900001525878906,,127.33333587646484,343.04998779296875,332.9750061035156,475.0,46.349998474121094,,122.27999877929688,290.29998779296875,322.625,461.25,47.400001525878906,,124.0999984741211,343.04998779296875,331.70001220703125,473.0,12876564,,3589582,69494735,7842498,1781303
2021-11-22,37.87113571166992,,120.4219741821289,167.3518524169922,297.5186462402344,442.6810607910156,43.849998474121094,,121.6866683959961,328.3500061035156,322.0249938964844,456.29998779296875,47.349998474121094,,127.85333251953125,332.3999938964844,330.2250061035156,467.0,43.599998474121094,,119.75333404541016,309.6000061035156,319.0,452.79998779296875,47.349998474121094,,127.37333679199219,309.6000061035156,329.0,463.3999938964844,17514056,,3136297,58648584,11582434,1875917
2021-11-23,40.505279541015625,,121.26643371582031,180.73081970214844,296.9411926269531,449.6177062988281,46.900001525878906,,122.54000091552734,354.6000061035156,321.3999938964844,463.45001220703125,47.45000076293945,,125.5999984741211,361.0,324.4750061035156,465.95001220703125,43.29999923706055,,120.32666778564453,337.6000061035156,313.0249938964844,451.3500061035156,43.70000076293945,,121.25333404541016,344.8999938964844,321.3500061035156,455.0,23677188,,2113807,333341211,9134924,1116135
2021-11-24,39.987083435058594,,120.82440948486328,176.1437225341797,294.0309143066406,445.6400451660156,46.29999923706055,,122.09333038330078,345.6000061035156,318.25,459.3500061035156,48.04999923706055,,124.99333190917969,353.25,323.79998779296875,467.0,45.95000076293945,,120.80000305175781,340.45001220703125,316.54998779296875,457.54998779296875,47.650001525878906,,123.92666625976562,344.8999938964844,322.1499938964844,464.3999938964844,11923225,,2290387,29083799,7985552,1234699
2021-11-25,39.55525588989258,,120.24383544921875,187.35658264160156,294.1233215332031,448.3079833984375,45.79999923706055,,121.50666809082031,367.6000061035156,318.3500061035156,462.1000061035156,47.099998474121094,,122.66666412353516,373.20001220703125,320.8999938964844,464.79998779296875,45.599998474121094,,119.00666809082031,342.3500061035156,316.5,456.75,46.79999923706055,,121.07333374023438,345.0,318.5,459.3500061035156,11303458,,2387775,40281820,6661362,1291879
2021-11-26,37.74159240722656,,116.62187194824219,180.3740234375,287.0785827636719,459.0766906738281,43.70000076293945,,117.84666442871094,353.8999938964844,310.7250061035156,473.20001220703125,45.70000076293945,,122.35333251953125,366.79998779296875,317.20001220703125,480.0,43.5,,117.61333465576172,349.29998779296875,309.82501220703125,458.04998779296875,45.45000076293945,,121.50666809082031,359.75,316.0,460.0,14988757,,2621010,24405163,8277074,7102460
2021-11-29,37.35294723510742,,115.11768341064453,176.75535583496094,291.3053894042969,442.632568359375,43.25,,116.32666778564453,346.79998779296875,315.29998779296875,456.25,44.349998474121094,,118.0,355.8999938964844,316.42498779296875,482.6499938964844,41.54999923706055,,112.45333099365234,343.1000061035156,301.9750061035156,455.0,43.70000076293945,,117.73332977294922,352.70001220703125,308.2749938964844,480.8999938964844,17759267,,3029737,11884679,10376060,4300056
2021-11-30,37.13703536987305,,117.62467956542969,172.7034149169922,294.3773498535156,451.36395263671875,43.0,,118.86000061035156,338.8500061035156,318.625,465.25,44.70000076293945,,120.66666412353516,354.0,322.75,472.8999938964844,42.70000076293945,,116.27333068847656,336.0,315.25,451.0,42.70000076293945,,116.27333068847656,346.95001220703125,315.29998779296875,455.0,11559026,,2300527,17562378,26850200,3945304
2021-12-01,39.25298309326172,,117.55211639404297,176.98471069335938,293.24560546875,440.6437683105469,45.45000076293945,,118.78666687011719,347.25,317.3999938964844,454.20001220703125,45.75,,120.49333190917969,349.75,322.9750061035156,467.95001220703125,42.900001525878906,,116.93333435058594,335.0,316.625,452.79998779296875,43.79999923706055,,119.27333068847656,344.0,321.29998779296875,467.95001220703125,19418453,,1405890,10966477,9453644,1512855
2021-12-02,39.987083435058594,,120.21085357666016,172.21925354003906,298.78900146484375,446.8042297363281,46.29999923706055,,121.47333526611328,337.8999938964844,323.3999938964844,460.54998779296875,46.650001525878906,,122.4000015258789,347.20001220703125,324.04998779296875,463.6000061035156,45.29999923706055,,117.96666717529297,334.0,314.5,455.79998779296875,46.0,,119.1066665649414,347.0,318.45001220703125,456.0,16996885,,2111542,14527577,10210456,2063038
2021-12-03,39.684810638427734,,115.86976623535156,171.9134063720703,295.99420166015625,446.7072448730469,45.95000076293945,,117.08666229248047,337.29998779296875,320.375,460.45001220703125,47.400001525878906,,121.51333618164062,347.45001220703125,326.9750061035156,465.29998779296875,45.70000076293945,,116.65333557128906,335.6499938964844,319.95001220703125,457.04998779296875,46.20000076293945,,121.47333526611328,342.70001220703125,322.375,461.8999938964844,18011549,,1896622,12609066,13405010,1503042
2021-12-06,38.6484260559082,,116.839599609375,171.09793090820312,288.4875183105469,438.9944763183594,44.75,,118.06666564941406,335.70001220703125,312.25,452.5,46.45000076293945,,119.99333190917969,343.6000061035156,322.1000061035156,464.79998779296875,44.54999923706055,,116.41999816894531,334.1000061035156,311.57501220703125,451.79998779296875,46.400001525878906,,116.83333587646484,336.75,318.625,462.04998779296875,13312106,,1585155,8612257,9409906,1946311
2021-12-07,40.20299530029297,,114.97913360595703,175.4047088623047,292.1369934082031,435.79296875,46.54999923706055,,116.1866683959961,344.1499938964844,316.20001220703125,449.20001220703125,47.0,,119.05332946777344,348.5,317.2749938964844,455.54998779296875,45.0,,115.66666412353516,338.04998779296875,311.5,447.04998779296875,45.0,,118.4000015258789,340.0,314.0,454.0,14139291,,1573942,20032367,8557090,1900775
2021-12-08,40.591644287109375,,117.6840591430664,174.20693969726562,296.43304443359375,448.1139221191406,47.0,,118.91999816894531,341.79998779296875,320.8500061035156,461.8999938964844,47.45000076293945,,119.45999908447266,349.0,326.5,464.3999938964844,46.5,,116.71333312988281,337.04998779296875,319.125,450.70001220703125,47.0,,117.33333587646484,346.0,319.5,451.79998779296875,14296581,,1327987,20455793,15360658,3599225
2021-12-09,40.678009033203125,,117.94795989990234,177.5963134765625,297.1260070800781,448.5989990234375,47.099998474121094,,119.1866683959961,348.45001220703125,321.6000061035156,462.3999938964844,47.25,,120.32666778564453,350.95001220703125,323.79998779296875,466.75,46.25,,117.8933334350586,343.3500061035156,318.92498779296875,459.04998779296875,47.04999923706055,,119.96666717529297,345.5,320.875,464.3500061035156,11557797,,967530,14212623,6865604,1804977
2021-12-10,42.059852600097656,,117.59829711914062,178.23336791992188,294.8392639160156,453.54681396484375,48.70000076293945,,118.83333587646484,349.70001220703125,319.125,467.5,49.70000076293945,,119.76000213623047,352.5,322.95001220703125,471.0,46.0,,117.42666625976562,346.0,317.54998779296875,461.8999938964844,47.0,,119.33333587646484,347.0,321.07501220703125,461.8999938964844,27993965,,1656900,8770813,8525212,1551111
2021-12-13,41.196197509765625,,119.04312133789062,181.5207977294922,298.1423034667969,450.8788757324219,47.70000076293945,,120.2933349609375,356.1499938964844,322.70001220703125,464.75,49.400001525878906,,122.23332977294922,360.3999938964844,328.2749938964844,471.8999938964844,47.5,,118.58000183105469,354.70001220703125,320.1000061035156,462.5,49.400001525878906,,119.42666625976562,357.5,321.75,471.8999938964844,11716916,,1916130,16823625,13123680,1081844
2021-12-14,41.10983657836914,,119.93376922607422,183.43211364746094,298.835205078125,453.643798828125,47.599998474121094,,121.1933364868164,359.8999938964844,323.45001220703125,467.6000061035156,48.25,,123.17333221435547,361.6499938964844,325.95001220703125,474.3999938964844,46.75,,118.72666931152344,354.5,319.625,458.8999938964844,47.400001525878906,,120.4000015258789,357.5,323.0,467.5,12875167,,2400622,11846524,8609412,3446381
2021-12-15,40.41891098022461,,119.08270263671875,179.8898162841797,293.9847717285156,451.60650634765625,46.79999923706055,,120.33333587646484,352.95001220703125,318.20001220703125,465.5,47.75,,121.99333190917969,361.20001220703125,323.3500061035156,469.8999938964844,46.650001525878906,,119.52666473388672,352.0,317.67498779296875,464.5,47.349998474121094,,121.84666442871094,359.95001220703125,323.3500061035156,467.45001220703125,7292034,,1267740,7353408,7123544,1048175
2021-12-16,39.857540130615234,,115.44755554199219,182.2088623046875,297.63409423828125,450.1027526855469,46.150001525878906,,116.66000366210938,357.5,322.1499938964844,463.95001220703125,47.349998474121094,,121.12666320800781,360.45001220703125,324.95001220703125,468.70001220703125,45.79999923706055,,116.4000015258789,352.3999938964844,319.70001220703125,459.0,47.04999923706055,,121.11333465576172,353.1499938964844,322.0,468.3500061035156,12278527,,2134102,13849801,12437240,1188653
2021-12-17,38.0870475769043,,114.29300689697266,176.14404296875,309.8758239746094,445.7855529785156,44.099998474121094,,115.49333190917969,332.54998779296875,335.3999938964844,459.5,46.45000076293945,,117.08666229248047,347.6499938964844,338.3999938964844,466.0,43.79999923706055,,114.3066635131836,330.70001220703125,325.04998779296875,452.54998779296875,46.45000076293945,,116.65333557128906,345.6499938964844,330.0,466.0,13878295,,2413177,12501229,104600018,1693403
2021-12-20,36.359745025634766,,109.22622680664062,171.19155883789062,307.63531494140625,431.9123840332031,42.099998474121094,,110.37333679199219,323.20001220703125,332.9750061035156,445.20001220703125,43.599998474121094,,114.4000015258789,327.8999938964844,338.75,458.0,41.29999923706055,,109.33999633789062,315.6499938964844,331.5,436.29998779296875,43.599998474121094,,114.4000015258789,327.0,333.7749938964844,458.0,17020557,,3428842,10352390,26298202,2283948
2021-12-21,36.61884307861328,,110.75021362304688,178.4216766357422,319.11480712890625,441.51690673828125,42.400001525878906,,111.913330078125,336.8500061035156,345.3999938964844,455.1000061035156,43.5,,112.55999755859375,340.3999938964844,348.54998779296875,457.45001220703125,42.099998474121094,,108.97333526611328,326.1000061035156,335.5,446.0,42.400001525878906,,110.66666412353516,329.0,338.0,449.25,12842329,,3543135,8777083,27362096,1921538
2021-12-22,37.48249816894531,,111.94434356689453,181.14952087402344,316.7357482910156,452.8677062988281,43.400001525878906,,113.12000274658203,342.0,342.82501220703125,466.79998779296875,43.650001525878906,,115.32666778564453,343.5,347.95001220703125,469.8500061035156,42.79999923706055,,111.19999694824219,338.45001220703125,340.6000061035156,452.20001220703125,42.900001525878906,,111.40666961669922,340.0,347.95001220703125,452.20001220703125,11271532,,1437922,4817620,12327754,2421201
2021-12-23,38.43251037597656,,112.10267639160156,182.20884704589844,320.84710693359375,451.12139892578125,44.5,,113.27999877929688,344.0,347.2749938964844,465.0,45.099998474121094,,114.2933349609375,352.45001220703125,351.0,472.0,43.20000076293945,,112.3133316040039,342.5,344.54998779296875,462.45001220703125,43.95000076293945,,114.26666259765625,345.0,345.04998779296875,469.3999938964844,14127180,,1733955,7557268,12944908,2625082
2021-12-24,37.22339630126953,,110.75680541992188,183.1622772216797,322.64874267578125,439.77056884765625,43.099998474121094,,111.91999816894531,345.79998779296875,349.2250061035156,453.29998779296875,44.70000076293945,,114.17333221435547,350.3500061035156,351.20001220703125,467.20001220703125,42.79999923706055,,111.40666961669922,339.54998779296875,345.07501220703125,452.3999938964844,44.650001525878906,,113.33333587646484,346.1499938964844,348.875,466.6499938964844,12289310,,1768335,6096013,13182426,2143620
2021-12-27,37.09385299682617,,112.80858612060547,180.302001953125,323.1799621582031,444.5728759765625,42.95000076293945,,113.99333190917969,340.3999938964844,349.79998779296875,458.25,43.70000076293945,,114.45999908447266,348.6000061035156,350.5,459.8500061035156,42.20000076293945,,110.04000091552734,336.54998779296875,345.57501220703125,454.0,43.0,,111.5999984741211,348.0,349.92498779296875,456.45001220703125,10370624,,2321377,7521417,10188656,2454563
2021-12-28,38.13023376464844,,114.76801300048828,182.632568359375,325.8823547363281,444.5243835449219,44.150001525878906,,115.97333526611328,344.79998779296875,352.7250061035156,458.20001220703125,44.400001525878906,,117.33333587646484,346.3999938964844,353.75,463.8999938964844,43.29999923706055,,113.99333190917969,341.25,350.7749938964844,455.6000061035156,43.29999923706055,,114.80000305175781,343.6499938964844,351.5,457.0,8569273,,2042160,4120120,10158044,1528184
2021-12-29,37.61204147338867,,116.85939025878906,179.79881286621094,325.07391357421875,455.24456787109375,43.54999923706055,,118.08666229248047,339.45001220703125,351.8500061035156,469.25,44.650001525878906,,118.61333465576172,345.79998779296875,355.0,470.5,43.25,,114.91999816894531,337.5,350.0249938964844,458.0,44.0,,116.0,342.54998779296875,352.625,459.0,9762897,,1299562,4510924,7898416,1911834
2021-12-30,36.96430206298828,,113.64644622802734,176.5413055419922,329.87823486328125,465.14013671875,42.79999923706055,,114.83999633789062,333.29998779296875,357.04998779296875,479.45001220703125,43.54999923706055,,120.05332946777344,342.5,359.95001220703125,482.8500061035156,42.400001525878906,,114.0,332.54998779296875,352.0,468.1000061035156,43.54999923706055,,120.0,339.70001220703125,352.54998779296875,473.0,7913628,,1652752,5044789,18087350,5966009
2021-12-31,37.48249816894531,,117.20904541015625,180.72573852539062,330.4556579589844,468.72967529296875,43.400001525878906,,118.44000244140625,341.20001220703125,357.67498779296875,483.1499938964844,43.650001525878906,,119.5999984741211,344.45001220703125,359.3999938964844,486.54998779296875,42.75,,115.0999984741211,333.29998779296875,354.54998779296875,476.04998779296875,42.79999923706055,,115.63999938964844,333.29998779296875,357.8999938964844,481.75,5891714,,1335750,6299731,8549558,2299412
2022-01-03,38.13023376464844,,116.08749389648438,187.399658203125,332.003173828125,463.0057678222656,44.150001525878906,,117.3066635131836,353.79998779296875,359.3500061035156,477.25,44.5,,118.35333251953125,355.0,363.3999938964844,486.8500061035156,43.25,,117.06666564941406,340.45001220703125,358.0,476.0,43.25,,118.33333587646484,341.0,359.0,485.29998779296875,6779279,,1020060,9043533,9280810,1322739
2022-01-04,38.30296325683594,,115.44094848632812,177.57420349121094,333.296630859375,450.7818603515625,44.349998474121094,,116.65333557128906,335.25,360.75,464.6499938964844,44.900001525878906,,117.93333435058594,357.3999938964844,361.54998779296875,479.3999938964844,43.849998474121094,,116.53333282470703,330.04998779296875,355.7749938964844,464.04998779296875,44.400001525878906,,117.86666870117188,357.1000061035156,361.375,478.79998779296875,7996686,,735247,28238896,10228800,2379973
2022-01-05,39.29616165161133,,115.45413970947266,176.8326416015625,329.6010437011719,445.0579528808594,45.5,,116.66666412353516,333.8500061035156,356.75,458.75,45.79999923706055,,117.45333099365234,338.45001220703125,360.42498779296875,469.3999938964844,44.20000076293945,,115.13999938964844,332.6499938964844,351.5,458.0,44.400001525878906,,115.13999938964844,336.54998779296875,360.0,465.3999938964844,13514162,,1170495,9231180,14711264,3684924
2022-01-06,39.900718688964844,,111.01410675048828,179.24264526367188,326.02093505859375,443.45721435546875,46.20000076293945,,112.18000030517578,338.3999938964844,352.875,457.1000061035156,46.900001525878906,,116.66000366210938,340.3500061035156,356.125,461.29998779296875,44.650001525878906,,111.86666870117188,332.0,349.9750061035156,456.0,45.0,,116.66000366210938,334.0,352.8999938964844,458.0,12610965,,3815955,9683833,12883220,1450122
2022-01-07,39.037071228027344,,112.32698059082031,179.13671875,328.6771545410156,437.0541687011719,45.20000076293945,,113.50666809082031,338.20001220703125,355.75,450.5,47.099998474121094,,114.27999877929688,341.3500061035156,360.75,459.70001220703125,44.900001525878906,,111.413330078125,333.5,353.79998779296875,449.5,46.70000076293945,,111.413330078125,339.8999938964844,354.0,459.3999938964844,13642036,,3670507,6418949,13120326,1884605
2022-01-10,39.727989196777344,,112.12246704101562,179.66644287109375,320.3620300292969,440.2071838378906,46.0,,113.30000305175781,339.20001220703125,346.75,453.75,46.400001525878906,,114.8933334350586,341.29998779296875,354.5,458.0,45.20000076293945,,113.06666564941406,336.0,345.0,449.20001220703125,45.20000076293945,,113.86666870117188,338.95001220703125,354.5,450.95001220703125,8886265,,1724257,4237835,27537820,2729282
2022-01-11,39.037071228027344,,114.72183227539062,175.34954833984375,320.662353515625,432.4459228515625,45.20000076293945,,115.92666625976562,331.04998779296875,347.07501220703125,445.75,46.400001525878906,,119.02666473388672,339.79998779296875,349.2250061035156,455.29998779296875,45.04999923706055,,111.87333679199219,329.3999938964844,344.5,444.45001220703125,46.0,,113.86666870117188,339.75,347.5,454.0,7096946,,6222202,8957542,15487458,1900506
2022-01-12,39.25298309326172,,119.98654174804688,176.19703674316406,319.3688659667969,430.16607666015625,45.45000076293945,,121.24666595458984,332.6499938964844,345.67498779296875,443.3999938964844,46.29999923706055,,122.62666320800781,336.6499938964844,350.875,448.6499938964844,45.25,,118.03333282470703,330.3500061035156,341.6000061035156,441.5,45.5,,118.65333557128906,332.0,350.0,447.70001220703125,5948174,,10257007,6781225,23460682,1732348
